G,Date,Opp,W/L,Tm,Opp.1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,FG.1,FGA.1,FG%.1,3P.1,3PA.1,3P%.1,FT.1,FTA.1,FT%.1,ORB.1,TRB.1,AST.1,STL.1,BLK.1,TOV.1,PF.1
4,2022-11-17,Merrimack,W,73,54,29,64,.453,4,12,.333,11,18,.611,14,42,16,4,1,10,20,15,45,.333,6,24,.250,18,22,.818,2,21,8,4,1,11,22
5,2022-11-18,St. Thomas,L,76,78,27,58,.466,9,25,.360,13,16,.813,11,32,10,9,0,13,19,26,49,.531,12,28,.429,14,15,.933,1,22,15,4,3,13,16
6,2022-11-19,Montana,W,73,62,24,59,.407,4,17,.235,21,25,.840,9,33,12,7,3,7,19,19,53,.358,7,23,.304,17,20,.850,6,27,11,0,2,12,22
7,2022-11-23,Southern-New Orleans,W,118,61,46,73,.630,16,31,.516,10,24,.417,12,39,30,22,4,13,10,23,58,.397,6,15,.400,9,14,.643,10,31,10,7,4,33,16
8,2022-11-28,Arkansas,L,61,74,24,56,.429,9,28,.321,4,8,.500,5,21,10,6,3,18,19,27,51,.529,3,11,.273,17,23,.739,9,31,4,8,5,15,12
9,2022-12-03,SIU-Edwardsville,L,72,78,25,58,.431,10,22,.455,12,14,.857,11,29,12,7,3,16,25,25,52,.481,9,21,.429,19,30,.633,14,28,15,6,3,14,14
10,2022-12-05,San Diego State,L,55,60,19,58,.328,9,28,.321,8,11,.727,10,26,10,7,2,16,16,22,53,.415,4,22,.182,12,13,.923,10,33,12,9,1,15,13
11,2022-12-10,Tennessee Tech,W,87,64,34,59,.576,6,19,.316,13,17,.765,4,27,17,11,2,9,16,24,54,.444,4,17,.235,12,17,.706,9,30,6,4,3,19,17
12,2022-12-17,Southeastern Louisiana,W,77,71,26,59,.441,7,32,.219,18,26,.692,11,28,16,4,1,9,18,26,59,.441,8,20,.400,11,14,.786,11,33,14,6,1,15,22
13,2022-12-21,Mercer,L,79,82,29,60,.483,7,24,.292,14,18,.778,8,21,14,5,3,9,18,30,53,.566,8,15,.533,14,18,.778,9,29,14,5,2,13,16
14,2022-12-29,Southern Miss,L,60,64,20,58,.345,8,29,.276,12,15,.800,9,34,13,6,3,16,17,24,59,.407,2,16,.125,14,19,.737,10,35,13,11,5,12,14
15,2022-12-31,Texas State,W,55,52,20,50,.400,4,16,.250,11,15,.733,4,22,12,9,6,12,16,20,56,.357,1,9,.111,11,18,.611,12,34,4,6,4,13,17
16,2023-01-05,Old Dominion,W,78,71,26,63,.413,11,30,.367,15,19,.789,10,30,16,11,4,13,20,19,55,.345,8,20,.400,25,33,.758,14,37,9,6,4,15,16
17,2023-01-07,Arkansas State,W,66,54,21,52,.404,7,24,.292,17,22,.773,5,32,13,4,4,11,14,19,58,.328,4,15,.267,12,16,.750,11,38,5,6,3,13,21
18,2023-01-12,Georgia State,W,65,53,25,62,.403,5,24,.208,10,14,.714,7,32,18,12,4,9,12,18,51,.353,3,16,.188,14,16,.875,4,32,12,4,1,18,16
19,2023-01-14,Appalachian State,L,45,58,16,60,.267,5,31,.161,8,14,.571,14,41,8,7,4,16,19,19,53,.358,5,21,.238,15,20,.750,3,34,10,5,4,10,15
20,2023-01-19,James Madison,L (1 OT),87,89,29,56,.518,7,22,.318,22,32,.688,11,33,18,8,3,21,28,28,64,.438,7,25,.280,26,36,.722,14,34,12,13,3,16,24
21,2023-01-21,Louisiana-Monroe,W,77,53,25,47,.532,13,25,.520,14,17,.824,4,32,14,8,0,17,17,17,54,.315,9,22,.409,10,14,.714,8,23,10,9,3,14,15
22,2023-01-26,Louisiana,L,57,72,21,52,.404,2,12,.167,13,17,.765,9,28,10,7,3,15,14,28,58,.483,7,15,.467,9,11,.818,9,28,14,9,3,10,15
23,2023-01-28,South Alabama,L,60,77,20,48,.417,7,17,.412,13,16,.813,2,18,8,7,0,9,14,30,57,.526,6,13,.462,11,14,.786,11,35,9,6,5,10,16
24,2023-02-02,Southern Miss,L,65,74,25,58,.431,5,22,.227,10,17,.588,12,30,16,6,1,14,17,26,50,.520,6,20,.300,16,19,.842,8,27,13,12,0,14,19
25,2023-02-04,Texas State,W,68,64,24,53,.453,8,22,.364,12,18,.667,10,31,14,5,2,15,15,22,52,.423,6,15,.400,14,20,.700,12,29,6,5,2,13,22
26,2023-02-09,South Alabama,W,61,57,23,55,.418,5,20,.250,10,17,.588,10,40,5,10,3,18,12,22,63,.349,8,30,.267,5,9,.556,10,38,10,11,4,14,18
27,2023-02-11,Louisiana,W,80,65,29,53,.547,7,20,.350,15,27,.556,11,37,19,9,1,8,15,24,59,.407,7,26,.269,10,19,.526,14,32,14,5,2,12,20
28,2023-02-16,Arkansas State,W,67,62,21,47,.447,6,20,.300,19,25,.760,6,32,7,9,3,15,21,19,48,.396,5,18,.278,19,25,.760,6,29,9,11,3,13,21
29,2023-02-18,Marshall,L,78,88,33,70,.471,6,25,.240,6,13,.462,11,30,12,8,0,8,11,32,63,.508,9,24,.375,15,18,.833,9,34,21,7,4,13,10
30,2023-02-22,Louisiana-Monroe,W (1 OT),82,78,30,69,.435,10,24,.417,12,20,.600,10,38,19,8,6,9,14,26,63,.413,13,27,.481,13,14,.929,4,32,12,6,6,14,17
31,2023-02-24,Coastal Carolina,W,95,74,29,62,.468,17,42,.405,20,24,.833,6,30,16,16,0,9,16,26,57,.456,5,24,.208,17,17,1.000,6,32,10,5,1,18,18
32,2023-03-02,Arkansas State,W,63,59,21,60,.350,6,20,.300,15,19,.789,13,35,9,8,3,7,14,23,52,.442,6,14,.429,7,9,.778,4,25,9,4,3,9,16
33,2023-03-04,James Madison,L,72,75,24,62,.387,5,26,.192,19,27,.704,7,30,7,10,2,9,18,29,64,.453,6,21,.286,11,18,.611,14,43,10,4,5,14,20
1,2022-11-07,UMBC,W,89,67,36,69,.522,8,22,.364,9,11,.818,7,34,14,5,4,7,15,22,61,.361,8,30,.267,15,17,.882,3,29,13,4,4,9,15
2,2022-11-11,McNeese State,W,75,58,25,53,.472,7,19,.368,18,24,.750,5,35,19,9,3,15,12,24,64,.375,7,23,.304,3,6,.500,7,30,8,9,3,16,21
3,2022-11-16,Charleston Southern,W,99,79,39,72,.542,10,30,.333,11,11,1.000,9,37,20,10,4,6,7,30,73,.411,13,28,.464,6,9,.667,13,33,19,2,5,14,11
4,2022-11-21,Nevada,L,66,75,24,64,.375,7,28,.250,11,16,.688,6,28,13,9,3,8,27,17,44,.386,10,24,.417,31,38,.816,7,38,11,3,5,16,20
5,2022-11-22,Rhode Island,W,78,75,26,53,.491,7,20,.350,19,24,.792,4,21,16,6,11,9,12,27,61,.443,9,19,.474,12,15,.800,13,36,18,5,5,14,22
6,2022-11-23,Western Kentucky,L,65,71,23,54,.426,5,18,.278,14,16,.875,5,21,16,10,1,11,13,26,52,.500,9,21,.429,10,14,.714,7,28,20,7,7,16,14
7,2022-11-28,Louisiana-Monroe,W,75,60,27,56,.482,10,30,.333,11,15,.733,4,29,17,8,3,9,13,22,57,.386,8,23,.348,8,11,.727,9,34,19,3,3,13,19
8,2022-12-03,Fordham,L,90,95,27,62,.435,7,22,.318,29,34,.853,5,28,17,4,5,14,20,32,71,.451,10,29,.345,21,29,.724,13,40,16,7,9,11,26
10,2022-12-10,Buffalo,W,88,63,31,66,.470,11,29,.379,15,19,.789,4,27,16,11,4,4,20,19,61,.311,4,16,.250,21,28,.750,14,44,9,3,6,16,15
11,2022-12-17,George Mason,L,56,62,21,62,.339,2,18,.111,12,13,.923,4,29,10,9,4,13,12,25,54,.463,10,27,.370,2,6,.333,5,38,20,4,6,22,13
12,2022-12-21,Mississippi Valley State,W,84,63,27,55,.491,7,18,.389,23,32,.719,3,28,10,15,3,8,16,25,59,.424,6,19,.316,7,12,.583,7,35,11,3,5,19,18
13,2022-12-29,Cincinnati,L,77,88,24,60,.400,4,20,.200,25,28,.893,4,30,13,3,0,10,23,31,61,.508,8,25,.320,18,24,.750,6,37,20,6,5,12,20
14,2023-01-01,Memphis,W,96,89,29,60,.483,11,26,.423,27,34,.794,4,31,21,9,8,17,25,29,68,.426,10,23,.435,21,30,.700,9,36,17,11,7,14,25
15,2023-01-04,Tulsa,W,93,77,32,58,.552,12,26,.462,17,20,.850,2,26,23,10,2,10,10,32,64,.500,10,30,.333,3,7,.429,7,31,23,4,2,15,15
16,2023-01-07,Temple,W,87,76,29,59,.492,7,16,.438,22,26,.846,5,34,13,6,1,5,13,29,63,.460,11,34,.324,7,14,.500,6,30,18,3,5,8,13
17,2023-01-11,SMU,W,97,88,35,62,.565,11,25,.440,16,19,.842,2,26,21,14,4,13,17,32,70,.457,9,27,.333,15,23,.652,14,41,23,8,4,16,15
18,2023-01-14,UCF,W,77,69,24,57,.421,5,18,.278,24,27,.889,4,35,13,15,4,14,12,25,68,.368,9,33,.273,10,12,.833,10,40,18,7,6,18,22
19,2023-01-17,Houston,L,60,80,22,55,.400,6,26,.231,10,12,.833,5,24,10,7,1,14,12,31,56,.554,12,24,.500,6,9,.667,7,34,20,8,7,13,12
20,2023-01-21,Tulsa,L (1 OT),79,81,27,65,.415,7,25,.280,18,25,.720,10,42,13,6,6,12,21,30,66,.455,12,33,.364,9,20,.450,7,39,16,5,3,12,17
21,2023-01-25,Wichita State,W (1 OT),95,90,34,67,.507,9,25,.360,18,25,.720,2,29,18,9,2,7,13,32,72,.444,14,38,.368,12,16,.750,12,44,21,4,4,13,17
22,2023-02-01,SMU,W,74,52,23,52,.442,5,18,.278,23,29,.793,6,30,14,16,5,13,18,18,52,.346,8,24,.333,8,18,.444,7,32,13,8,4,22,19
23,2023-02-04,Memphis,W (1 OT),90,89,33,63,.524,11,28,.393,13,24,.542,4,25,16,15,7,18,22,33,69,.478,7,19,.368,16,26,.615,14,44,17,10,2,22,15
24,2023-02-07,Cincinnati,W (1 OT),101,94,35,68,.515,6,17,.353,25,29,.862,8,41,22,5,5,12,16,31,83,.373,17,48,.354,15,18,.833,12,38,19,6,4,9,22
25,2023-03-03,East Carolina,W,81,78,32,62,.516,7,23,.304,10,15,.667,4,28,19,7,5,8,15,30,70,.429,7,19,.368,11,16,.688,15,41,15,4,1,14,16
26,2023-02-18,South Florida,W,84,66,33,67,.493,8,22,.364,10,13,.769,2,30,19,11,2,4,14,24,61,.393,8,28,.286,10,17,.588,9,43,12,2,3,15,15
27,2023-02-22,Houston,L,59,89,19,50,.380,7,22,.318,14,21,.667,6,22,8,4,3,19,17,31,66,.470,10,32,.313,17,22,.773,18,45,22,16,5,11,19
28,2023-02-26,Wichita State,L,76,83,28,62,.452,15,33,.455,5,9,.556,4,22,21,7,2,10,21,26,49,.531,10,22,.455,21,29,.724,2,33,19,9,1,14,13
29,2023-03-01,East Carolina,L,68,83,22,56,.393,5,19,.263,19,26,.731,7,34,11,6,2,14,21,26,68,.382,9,29,.310,22,31,.710,14,42,15,9,5,9,22
30,2023-03-05,Temple,W,83,82,29,57,.509,9,16,.563,16,22,.727,3,26,15,4,4,12,20,28,64,.438,8,29,.276,18,25,.720,13,36,16,6,6,9,21
31,2023-03-10,Wichita State,W,82,76,28,61,.459,10,27,.370,16,21,.762,7,39,19,5,13,11,17,27,73,.370,9,21,.429,13,19,.684,15,41,18,7,3,7,18
32,2023-03-11,Memphis,L,54,94,17,66,.258,5,27,.185,15,23,.652,9,36,8,7,9,15,16,31,69,.449,13,30,.433,19,21,.905,13,48,22,6,9,14,19
1,2022-11-08,Oregon State,L,70,73,24,66,.364,9,24,.375,13,18,.722,14,29,9,9,0,11,17,25,50,.500,6,16,.375,17,21,.810,9,35,10,3,10,18,20
2,2022-11-12,Jackson State,W,85,79,28,57,.491,9,23,.391,20,25,.800,2,32,17,5,5,15,14,31,77,.403,5,18,.278,12,16,.750,12,38,14,10,2,11,19
3,2022-11-17,Loyola (IL),W,85,66,26,54,.481,11,24,.458,22,26,.846,8,30,15,10,0,13,19,24,53,.453,6,22,.273,12,15,.800,5,25,12,6,3,21,25
4,2022-11-18,Charlotte,L,65,68,24,55,.436,13,29,.448,4,4,1.000,8,25,11,5,3,12,11,30,59,.508,2,12,.167,6,9,.667,11,31,17,8,3,9,10
5,2022-11-20,Murray State,L,60,77,26,68,.382,4,29,.138,4,11,.364,6,29,14,7,2,8,20,29,63,.460,4,23,.174,15,22,.682,12,50,20,6,3,14,14
6,2022-11-25,Oklahoma State,L,56,82,24,66,.364,7,30,.233,1,4,.250,9,28,11,7,2,19,14,32,66,.485,9,27,.333,9,14,.643,11,41,16,9,4,13,8
7,2022-12-03,Oral Roberts,L,66,77,25,61,.410,7,21,.333,9,17,.529,8,40,9,3,2,13,7,33,78,.423,9,36,.250,2,3,.667,10,38,16,9,4,5,14
8,2022-12-07,Detroit,L,72,76,29,64,.453,8,25,.320,6,12,.500,10,35,13,7,1,11,20,25,65,.385,7,29,.241,19,26,.731,18,41,5,6,4,10,15
9,2022-12-10,Central Michigan,W,70,63,25,56,.446,8,23,.348,12,15,.800,8,29,15,13,4,15,19,19,53,.358,6,23,.261,19,22,.864,9,32,11,11,5,18,16
10,2022-12-16,Mississippi Valley State,W,66,51,27,57,.474,10,30,.333,2,6,.333,6,23,11,7,2,13,18,17,47,.362,2,9,.222,15,23,.652,13,35,12,12,1,21,13
11,2022-12-21,Loyola Marymount,L,64,76,23,56,.411,7,18,.389,11,16,.688,7,28,9,4,1,12,16,31,68,.456,8,29,.276,6,12,.500,13,38,17,7,4,11,18
12,2022-12-28,Houston,L,50,89,19,56,.339,5,25,.200,7,13,.538,8,24,10,2,0,14,15,36,61,.590,7,20,.350,10,12,.833,6,33,16,8,6,6,16
13,2023-01-01,SMU,L,67,92,23,55,.418,6,20,.300,15,22,.682,8,24,10,8,2,10,14,33,57,.579,14,26,.538,12,19,.632,7,31,25,6,5,10,17
14,2023-01-04,Tulane,L,77,93,32,64,.500,10,30,.333,3,7,.429,7,31,23,4,2,15,15,32,58,.552,12,26,.462,17,20,.850,2,26,23,10,2,10,10
15,2023-01-10,Temple,L,72,76,26,62,.419,6,27,.222,14,17,.824,10,29,9,3,0,11,19,26,59,.441,10,30,.333,14,19,.737,15,38,14,6,1,14,20
16,2023-01-14,Wichita State,L,69,73,27,58,.466,10,22,.455,5,8,.625,6,28,11,5,2,13,18,24,53,.453,2,17,.118,23,26,.885,7,28,14,11,7,12,11
17,2023-01-18,SMU,L (1 OT),76,79,32,71,.451,5,28,.179,7,9,.778,13,37,13,6,3,18,20,27,64,.422,7,26,.269,18,26,.692,13,38,13,11,0,14,15
18,2023-01-21,Tulane,W (1 OT),81,79,30,66,.455,12,33,.364,9,20,.450,7,39,16,5,3,12,17,27,65,.415,7,25,.280,18,25,.720,10,42,13,6,6,12,21
19,2023-01-24,East Carolina,L,66,76,23,51,.451,9,23,.391,11,18,.611,6,22,12,3,0,9,20,27,54,.500,6,19,.316,16,21,.762,12,38,15,5,4,11,17
20,2023-01-29,Memphis,L,68,80,26,60,.433,7,26,.269,9,16,.563,8,25,15,5,0,9,14,31,63,.492,6,19,.316,12,15,.800,11,36,18,5,2,12,15
21,2023-02-01,Cincinnati,L,55,81,18,52,.346,2,9,.222,17,21,.810,7,31,5,1,0,12,16,31,67,.463,9,28,.321,10,18,.556,11,41,22,5,4,6,16
22,2023-02-05,Wichita State,L,75,86,25,59,.424,12,30,.400,13,21,.619,5,31,11,4,3,12,16,35,68,.515,7,23,.304,9,15,.600,10,41,20,7,2,9,14
23,2023-02-08,Houston,L,42,80,15,54,.278,4,29,.138,8,14,.571,6,26,10,4,1,9,11,31,67,.463,13,35,.371,5,6,.833,15,50,21,4,2,8,16
24,2023-02-11,UCF,L,52,96,19,52,.365,5,24,.208,9,17,.529,12,30,9,1,0,13,8,37,67,.552,17,36,.472,5,6,.833,9,28,28,4,5,2,14
25,2023-02-15,South Florida,L,69,96,23,57,.404,8,24,.333,15,26,.577,12,31,7,4,0,18,16,36,58,.621,9,22,.409,15,25,.600,7,30,21,15,2,10,24
26,2023-02-19,Temple,L,53,76,20,54,.370,9,20,.450,4,6,.667,6,21,11,5,0,9,13,30,53,.566,10,24,.417,6,8,.750,6,34,21,7,4,11,11
27,2023-02-21,East Carolina,L,60,62,21,52,.404,3,18,.167,15,21,.714,6,29,5,6,2,10,19,19,48,.396,6,27,.222,18,25,.720,9,35,11,5,3,16,23
28,2023-02-26,UCF,L,49,68,16,45,.356,5,18,.278,12,16,.750,6,26,11,8,1,16,10,25,57,.439,7,27,.259,11,14,.786,10,33,14,13,5,11,13
29,2023-03-01,South Florida,L,56,72,17,51,.333,9,25,.360,13,21,.619,7,32,11,6,1,10,16,28,66,.424,7,30,.233,9,12,.750,12,41,13,4,7,8,18
30,2023-03-09,Wichita State,L,63,81,22,54,.407,10,28,.357,9,16,.563,6,25,15,7,3,10,12,33,58,.569,6,18,.333,9,11,.818,5,33,24,5,1,11,12
1,2022-11-07,Alabama State,W,111,70,34,64,.531,9,21,.429,34,45,.756,9,47,13,7,7,11,18,24,76,.316,9,24,.375,13,16,.813,12,33,12,5,8,14,31
2,2022-11-11,Toledo,L,85,93,31,70,.443,5,21,.238,18,21,.857,16,38,19,11,4,22,27,34,64,.531,5,14,.357,20,28,.714,9,28,14,10,4,19,17
3,2022-11-11,Toledo,L,85,93,31,70,.443,5,21,.238,18,21,.857,16,38,19,11,4,22,27,34,64,.531,5,14,.357,20,28,.714,9,28,14,10,4,19,17
4,2022-11-16,Presbyterian,W,92,61,34,61,.557,6,16,.375,18,26,.692,9,39,25,15,10,11,18,21,61,.344,4,20,.200,15,24,.625,11,28,11,7,3,19,18
5,2022-11-21,South Florida,W,80,65,25,55,.455,8,21,.381,22,30,.733,13,38,14,9,2,13,16,24,58,.414,7,23,.304,10,16,.625,9,28,11,5,1,13,21
6,2022-11-22,Georgia,W,87,73,35,71,.493,6,23,.261,11,12,.917,13,36,18,6,5,7,15,28,66,.424,5,23,.217,12,16,.750,13,35,7,3,4,14,12
7,2022-11-26,Rhodes,W,110,53,43,68,.632,7,23,.304,17,22,.773,7,38,27,12,6,11,9,24,66,.364,3,18,.167,2,2,1.000,8,25,14,5,0,19,16
8,2022-11-30,Jacksonville,W,80,61,30,72,.417,11,27,.407,9,12,.750,16,43,16,7,2,11,12,22,55,.400,9,24,.375,8,12,.667,7,30,15,7,3,16,10
9,2022-12-04,South Alabama,W,76,68,25,61,.410,5,14,.357,21,26,.808,11,43,14,5,3,11,16,25,59,.424,8,22,.364,10,19,.526,4,30,7,4,3,12,16
10,2022-12-10,West Virginia,L,70,81,27,57,.474,5,16,.313,11,18,.611,11,32,16,9,2,19,23,27,54,.500,5,19,.263,22,25,.880,7,30,14,9,3,12,21
11,2022-12-14,South Carolina,W,84,70,30,67,.448,8,20,.400,16,17,.941,14,36,16,6,4,11,13,26,61,.426,10,25,.400,8,13,.615,11,29,15,4,4,12,17
12,2022-12-18,Southern,W,92,66,29,66,.439,11,26,.423,23,33,.697,14,51,17,7,7,16,17,24,65,.369,6,22,.273,12,20,.600,5,28,12,6,5,15,24
13,2022-12-22,Charlotte,W,76,68,25,53,.472,7,15,.467,19,29,.655,11,32,12,6,4,13,13,24,56,.429,10,28,.357,10,17,.588,7,26,16,9,5,13,19
14,2022-12-29,UTEP,W (2 OT),79,73,24,66,.364,3,24,.125,28,38,.737,13,36,10,13,7,16,23,26,67,.388,7,21,.333,14,25,.560,20,49,15,12,3,22,24
15,2022-12-31,UTSA,W,90,67,30,61,.492,11,21,.524,19,25,.760,14,40,19,7,7,10,17,20,60,.333,9,26,.346,18,22,.818,9,24,9,2,2,11,16
16,2023-01-05,Florida Atlantic,L,86,88,32,66,.485,10,20,.500,12,18,.667,10,29,11,5,1,9,19,30,61,.492,10,28,.357,18,21,.857,11,37,15,6,4,10,18
17,2023-01-07,Florida International,L (1 OT),87,90,35,70,.500,4,16,.250,13,16,.813,10,36,21,12,4,19,20,31,65,.477,10,27,.370,18,23,.783,11,31,18,13,4,20,13
18,2023-01-11,Western Kentucky,L,78,80,26,60,.433,8,23,.348,18,28,.643,12,40,13,7,6,14,18,28,59,.475,10,19,.526,14,19,.737,4,26,11,7,5,10,20
19,2023-01-14,Louisiana Tech,W,81,74,23,62,.371,9,22,.409,26,35,.743,19,40,12,7,0,8,28,21,48,.438,10,25,.400,22,33,.667,6,29,11,2,3,12,26
20,2023-01-16,Middle Tennessee,L (1 OT),73,74,25,79,.316,5,14,.357,18,25,.720,18,44,11,9,4,10,20,26,60,.433,6,19,.316,16,21,.762,8,36,16,6,12,15,19
21,2023-01-21,North Texas,L,52,63,17,47,.362,1,10,.100,17,24,.708,7,28,6,7,2,13,13,24,50,.480,8,17,.471,7,9,.778,2,22,12,7,4,9,16
22,2023-01-26,Louisiana Tech,W,65,59,22,53,.415,4,16,.250,17,30,.567,11,34,13,10,6,10,11,21,62,.339,9,27,.333,8,10,.800,14,38,12,4,3,11,22
23,2023-01-28,Rice,W,70,52,25,58,.431,6,14,.429,14,19,.737,12,42,15,12,3,11,15,19,57,.333,8,26,.308,6,7,.857,6,28,10,7,4,13,17
24,2023-02-02,Florida Atlantic,W,86,77,27,60,.450,6,20,.300,26,31,.839,11,41,13,4,6,12,18,28,75,.373,8,36,.222,13,15,.867,11,32,13,5,0,6,21
25,2023-02-04,Florida International,W,76,72,29,60,.483,6,16,.375,12,16,.750,11,42,19,6,4,22,19,28,64,.438,6,22,.273,10,17,.588,6,26,14,14,3,13,17
26,2023-02-09,North Texas,L (2 OT),79,82,31,67,.463,12,28,.429,5,10,.500,9,28,10,7,2,10,22,26,56,.464,7,19,.368,23,25,.920,10,38,10,7,2,12,10
27,2023-02-11,Middle Tennessee,W,92,69,32,63,.508,13,25,.520,15,21,.714,15,39,21,9,6,9,18,23,55,.418,7,19,.368,16,21,.762,5,20,11,5,6,12,16
28,2023-02-16,UTEP,W,79,66,27,51,.529,9,17,.529,16,19,.842,8,32,9,10,4,21,17,27,64,.422,3,14,.214,9,15,.600,11,23,9,16,4,15,16
29,2023-02-18,UTSA,W,83,78,31,64,.484,7,16,.438,14,23,.609,8,28,11,5,9,6,20,27,62,.435,8,23,.348,16,24,.667,10,36,8,5,3,10,17
30,2023-02-23,Rice,W,85,57,30,64,.469,11,27,.407,14,20,.700,12,47,18,8,4,12,14,20,62,.323,6,28,.214,11,16,.688,7,29,13,7,1,12,14
31,2023-02-25,Western Kentucky,W,72,60,29,66,.439,5,19,.263,9,15,.600,12,31,15,10,1,5,13,23,56,.411,5,20,.250,9,12,.750,10,29,13,1,6,14,13
32,2023-03-04,Charlotte,W (2 OT),93,91,38,80,.475,9,29,.310,8,10,.800,12,41,10,6,8,12,19,32,71,.451,8,23,.348,19,25,.760,8,36,13,9,4,9,15
33,2023-03-09,Rice,W,87,60,30,59,.508,11,22,.500,16,21,.762,7,33,13,10,3,9,13,21,46,.457,10,24,.417,8,11,.727,1,23,16,2,1,20,19
34,2023-03-10,North Texas,W,76,69,22,53,.415,7,21,.333,25,32,.781,10,35,9,6,2,9,17,24,60,.400,6,20,.300,15,19,.789,9,30,9,5,5,9,19
35,2023-03-11,Florida Atlantic,L,56,78,20,63,.317,5,26,.192,11,13,.846,7,30,3,7,2,11,18,29,61,.475,7,20,.350,13,17,.765,10,44,10,8,4,12,12
1,2022-11-07,California,W,75,65,27,56,.482,6,14,.429,15,23,.652,9,36,14,9,3,12,16,24,63,.381,6,21,.286,11,15,.733,12,31,9,7,7,14,20
2,2022-11-09,Cal State Maritime,W,90,67,35,71,.493,6,18,.333,14,22,.636,18,45,17,8,9,11,16,23,59,.390,9,16,.563,12,18,.667,8,25,9,4,0,12,20
3,2022-11-12,Loyola Marymount,L,75,85,28,59,.475,8,23,.348,11,20,.550,6,29,10,1,0,14,19,32,70,.457,13,34,.382,8,12,.667,12,36,14,7,3,11,19
4,2022-11-18,Arkansas State,W,75,60,26,53,.491,12,24,.500,11,18,.611,10,39,22,4,7,16,21,21,60,.350,5,18,.278,13,20,.650,12,31,7,9,2,11,22
5,2022-11-22,Sacramento State,W,82,71,30,62,.484,8,17,.471,14,18,.778,8,34,17,7,2,10,22,24,50,.480,9,17,.529,14,24,.583,4,28,15,5,2,17,18
6,2022-11-26,Milwaukee,L,85,87,31,61,.508,7,23,.304,16,25,.640,8,31,15,11,5,18,22,30,60,.500,10,16,.625,17,26,.654,12,28,13,8,5,20,22
7,2022-11-27,Southeast Missouri State,W,73,71,27,57,.474,8,21,.381,11,24,.458,9,39,13,6,2,19,23,24,59,.407,7,19,.368,16,21,.762,6,30,14,14,5,17,21
8,2022-11-28,Boston University,W (1 OT),81,70,23,57,.404,4,17,.235,31,51,.608,10,46,10,9,5,14,23,24,66,.364,5,21,.238,17,23,.739,6,32,7,5,3,12,32
9,2022-12-01,Pacific,L,72,74,24,57,.421,8,27,.296,16,30,.533,10,39,13,4,5,13,18,26,68,.382,9,24,.375,13,17,.765,12,37,9,5,1,11,24
10,2022-12-13,Holy Names,W,107,55,32,61,.525,10,21,.476,33,45,.733,17,57,17,7,2,19,20,21,63,.333,2,14,.143,11,16,.688,2,13,5,11,1,14,27
11,2022-12-17,Eastern Washington,L,68,79,22,59,.373,3,20,.150,21,25,.840,13,31,9,7,2,19,17,31,63,.492,10,18,.556,7,10,.700,12,34,16,4,6,20,20
12,2022-12-21,UCLA,L,54,81,21,56,.375,6,20,.300,6,10,.600,7,25,7,5,1,20,20,33,67,.493,5,10,.500,10,14,.714,11,36,15,9,7,12,11
13,2022-12-30,Hawaii,L,66,74,23,58,.397,6,14,.429,14,18,.778,10,33,11,6,0,15,23,25,51,.490,8,15,.533,16,22,.727,6,33,10,9,12,14,16
14,2023-01-05,UC-Irvine,L,83,88,28,54,.519,10,23,.435,17,26,.654,8,28,16,6,0,17,24,32,57,.561,8,17,.471,16,25,.640,7,23,13,4,0,14,21
15,2023-01-07,Cal State Bakersfield,W,67,48,22,51,.431,5,19,.263,18,22,.818,9,32,13,10,1,12,15,17,46,.370,3,10,.300,11,15,.733,6,27,7,4,1,19,21
16,2023-01-11,Cal State Northridge,W,62,54,19,51,.373,9,30,.300,15,20,.750,16,35,17,7,4,19,11,21,50,.420,5,14,.357,7,10,.700,8,22,13,10,1,13,19
17,2023-01-14,Cal State Fullerton,W,83,79,28,61,.459,6,26,.231,21,27,.778,10,34,8,6,2,15,26,24,57,.421,6,20,.300,25,34,.735,13,38,11,5,2,18,25
18,2023-01-16,UC-San Diego,W,78,70,31,61,.508,4,13,.308,12,13,.923,14,32,15,8,3,12,14,28,48,.583,7,16,.438,7,15,.467,4,17,14,7,1,16,17
19,2023-01-19,UC-Riverside,L,72,74,26,61,.426,7,17,.412,13,18,.722,10,28,13,6,4,10,15,27,58,.466,6,16,.375,14,16,.875,10,33,10,5,1,13,23
20,2023-01-21,Cal Poly,W,65,63,23,54,.426,3,11,.273,16,28,.571,15,27,8,8,4,11,18,22,44,.500,5,11,.455,14,18,.778,9,28,9,5,7,17,28
21,2023-01-26,Cal State Bakersfield,W,79,58,26,41,.634,9,19,.474,18,28,.643,7,25,13,4,0,13,17,22,46,.478,3,9,.333,11,16,.688,5,17,8,5,0,11,20
22,2023-01-28,Long Beach State,L,72,75,23,58,.397,8,23,.348,18,24,.750,5,29,13,12,1,13,17,28,65,.431,4,18,.222,15,21,.714,9,37,15,9,1,14,18
23,2023-02-02,Hawaii,W,75,63,28,44,.636,7,12,.583,12,16,.750,3,24,13,8,2,15,15,24,51,.471,4,17,.235,11,14,.786,4,19,5,6,1,13,15
24,2023-02-09,UC-Riverside,L,65,72,22,52,.423,5,14,.357,16,19,.842,5,29,9,6,3,16,15,28,66,.424,8,21,.381,8,13,.615,12,34,12,7,5,11,17
